epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,14307.8,1.14741,0.62149,1.07627,0.98427,0.97007,0.99054,0.71399,1.05565,0.47087,0.97694,0.001981,0.001981,0.001981
83,14587.8,1.15292,0.62335,1.0764,0.9838,0.97007,0.9906,0.71345,1.05432,0.47009,0.97632,0.001882,0.001882,0.001882
84,14864.7,1.1403,0.61291,1.07314,0.98405,0.97007,0.99044,0.71355,1.0529,0.46922,0.97511,0.001783,0.001783,0.001783
85,15141.4,1.13897,0.60805,1.07016,0.98484,0.9717,0.99052,0.71461,1.05099,0.4681,0.97378,0.001684,0.001684,0.001684
86,15421,1.1373,0.61273,1.07151,0.98484,0.97171,0.99054,0.71426,1.04953,0.46713,0.9729,0.001585,0.001585,0.001585
87,15698.2,1.1348,0.60929,1.06458,0.98484,0.97201,0.99062,0.71437,1.04843,0.46528,0.97193,0.001486,0.001486,0.001486
88,15979,1.12707,0.60292,1.06084,0.98485,0.97238,0.9906,0.71547,1.04473,0.4657,0.97072,0.001387,0.001387,0.001387
89,16258.5,1.12032,0.60098,1.06065,0.98486,0.97309,0.99061,0.71567,1.04346,0.4636,0.96978,0.001288,0.001288,0.001288
90,16536.3,1.12099,0.59547,1.06338,0.98486,0.97333,0.99055,0.717,1.04097,0.46335,0.96872,0.001189,0.001189,0.001189
91,16843.3,1.12765,0.50563,1.02329,0.98534,0.97007,0.99057,0.71913,1.04014,0.46242,0.96782,0.00109,0.00109,0.00109
92,17119.3,1.1149,0.49443,1.01805,0.98562,0.97007,0.9906,0.72069,1.03915,0.46096,0.96711,0.000991,0.000991,0.000991
93,17395.5,1.11087,0.48915,1.01612,0.98669,0.97007,0.9906,0.72086,1.03684,0.45918,0.96582,0.000892,0.000892,0.000892
94,17670.9,1.09988,0.48396,1.01362,0.98733,0.97151,0.99065,0.72144,1.0346,0.45879,0.96481,0.000793,0.000793,0.000793
95,557.393,1.10962,0.58583,1.06778,0.98733,0.97154,0.99065,0.72165,1.03452,0.45844,0.96454,0.000694,0.000694,0.000694
96,1091.24,1.11152,0.58708,1.06273,0.98733,0.97178,0.99067,0.72179,1.03382,0.45839,0.96408,0.000595,0.000595,0.000595
97,1591.9,1.10522,0.57896,1.06054,0.98733,0.97197,0.99068,0.72169,1.03309,0.45727,0.96369,0.000496,0.000496,0.000496
98,2072.78,1.10873,0.58372,1.06004,0.98734,0.97211,0.9907,0.72176,1.03248,0.45745,0.96358,0.000397,0.000397,0.000397
99,2362.29,1.10211,0.57909,1.06068,0.98237,0.97281,0.99084,0.7214,1.0322,0.45674,0.96305,0.000298,0.000298,0.000298
100,2644.11,1.09938,0.57727,1.05249,0.98242,0.97552,0.99082,0.721,1.0314,0.45548,0.96237,0.000199,0.000199,0.000199
