epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,3401.098,1.28123,0.75945,1.13889,0.97423,0.95798,0.97878,0.67167,1.10978,0.52934,1.00498,0.005842,0.005842,0.005842
44,3698.765,1.28367,0.76212,1.14689,0.97167,0.95689,0.97845,0.67367,1.10856,0.52823,1.00445,0.005743,0.005743,0.005743
45,3987.654,1.27845,0.75667,1.14245,0.96912,0.95345,0.97812,0.67298,1.10267,0.52498,1.00089,0.005644,0.005644,0.005644
46,4276.543,1.27567,0.75078,1.13089,0.97167,0.95498,0.97712,0.67745,1.09978,0.52167,0.99845,0.005545,0.005545,0.005545
47,4565.432,1.26545,0.74467,1.13056,0.97367,0.95745,0.97734,0.68045,1.09667,0.51945,0.99467,0.005446,0.005446,0.005446
48,4843.21,1.26712,0.74789,1.13678,0.97323,0.95745,0.97767,0.67898,1.09367,0.52112,0.99323,0.005347,0.005347,0.005347
49,5123.456,1.26312,0.74056,1.13078,0.97334,0.95745,0.97789,0.68178,1.09289,0.51901,0.99301,0.005248,0.005248,0.005248
50,5401.234,1.26756,0.73234,1.12745,0.97423,0.95623,0.97778,0.68434,1.09223,0.51478,0.99189,0.005149,0.005149,0.005149
51,5687.654,1.24987,0.72589,1.12123,0.97045,0.95498,0.97934,0.68389,1.09089,0.51267,0.99112,0.00505,0.00505,0.00505
52,5965.432,1.24923,0.72723,1.12334,0.97345,0.95498,0.97967,0.68267,1.09056,0.51098,0.99109,0.004951,0.004951,0.004951
53,6243.21,1.25445,0.72334,1.12645,0.97678,0.95378,0.97978,0.68345,1.08998,0.51056,0.99123,0.004852,0.004852,0.004852
54,6521.098,1.24278,0.71801,1.11578,0.97678,0.95412,0.97923,0.68412,1.08878,0.50789,0.99056,0.004753,0.004753,0.004753
55,6798.765,1.24167,0.72167,1.11589,0.97512,0.95245,0.97989,0.68456,1.08556,0.50678,0.98951,0.004654,0.004654,0.004654
56,7076.543,1.22912,0.70145,1.10923,0.97501,0.95245,0.98001,0.68412,1.08534,0.50634,0.98962,0.004555,0.004555,0.004555
57,7354.321,1.23067,0.70698,1.11223,0.97201,0.95245,0.98002,0.68423,1.08478,0.50501,0.98881,0.004456,0.004456,0.004456
58,7632.109,1.23212,0.70987,1.11434,0.97178,0.95267,0.98023,0.68489,1.08451,0.50545,0.98839,0.004357,0.004357,0.004357
59,7909.876,1.22445,0.69956,1.10801,0.97179,0.95298,0.98034,0.68734,1.08334,0.50456,0.98828,0.004258,0.004258,0.004258
60,8187.654,1.22078,0.69667,1.10601,0.97179,0.95312,0.98012,0.68901,1.08219,0.50467,0.98729,0.004159,0.004159,0.004159
61,8465.432,1.21789,0.69498,1.11134,0.97467,0.94987,0.98002,0.68823,1.08041,0.50445,0.98671,0.00406,0.00406,0.00406
62,8743.21,1.20801,0.67978,1.10045,0.97478,0.94987,0.98034,0.68723,1.07926,0.50256,0.98604,0.003961,0.003961,0.003961
63,9021.098,1.20845,0.68389,1.10134,0.97678,0.95312,0.98056,0.68912,1.07669,0.50112,0.98545,0.003862,0.003862,0.003862
64,9298.765,1.20623,0.67956,1.09834,0.97679,0.95489,0.98067,0.69034,1.07551,0.49912,0.98423,0.003763,0.003763,0.003763
65,9576.543,1.20578,0.67767,1.09589,0.97656,0.95745,0.98072,0.69056,1.07419,0.49787,0.98345,0.003664,0.003664,0.003664
66,9854.321,1.19134,0.66901,1.09434,0.97423,0.95798,0.98067,0.69212,1.07341,0.49645,0.98269,0.003565,0.003565,0.003565
67,10132.1,1.19567,0.66812,1.09534,0.97423,0.95796,0.98067,0.69289,1.07129,0.49656,0.98189,0.003466,0.003466,0.003466
68,10409.87,1.19234,0.66412,1.09356,0.97434,0.95901,0.98067,0.69234,1.06993,0.49545,0.98118,0.003367,0.003367,0.003367
69,10687.65,1.18567,0.66212,1.08534,0.97423,0.95767,0.98068,0.69356,1.06937,0.49423,0.98041,0.003268,0.003268,0.003268
70,10965.43,1.18987,0.65456,1.08598,0.97345,0.95987,0.98078,0.69501,1.0673,0.49312,0.97937,0.003169,0.003169,0.003169
71,11243.21,1.19012,0.66034,1.08923,0.97423,0.95745,0.98089,0.69567,1.06554,0.49178,0.97819,0.00307,0.00307,0.00307
72,11520.98,1.18723,0.65298,1.08645,0.97401,0.95745,0.98086,0.69656,1.06442,0.49021,0.97684,0.002971,0.002971,0.002971
73,11798.76,1.18501,0.65234,1.09123,0.97423,0.95778,0.98085,0.69703,1.06316,0.48894,0.97592,0.002872,0.002872,0.002872
74,12076.54,1.17745,0.64534,1.08367,0.97423,0.95712,0.98086,0.69752,1.06149,0.4879,0.97509,0.002773,0.002773,0.002773
75,12354.32,1.16656,0.63556,1.07856,0.97434,0.95867,0.98083,0.69821,1.05846,0.48684,0.97364,0.002674,0.002674,0.002674
76,12632.1,1.17945,0.64545,1.08245,0.97389,0.95987,0.98085,0.69872,1.05655,0.48644,0.97235,0.002575,0.002575,0.002575
77,12909.87,1.17167,0.64167,1.08445,0.97298,0.95987,0.98072,0.70031,1.05376,0.48424,0.97124,0.002476,0.002476,0.002476
78,13187.65,1.16018,0.62823,1.07467,0.97281,0.95987,0.98066,0.70091,1.05173,0.48361,0.96974,0.002377,0.002377,0.002377
79,13465.43,1.16584,0.62689,1.07823,0.97406,0.95987,0.98059,0.70104,1.05031,0.48297,0.96873,0.002278,0.002278,0.002278
